seed,model,alpha,l1_ratio,cv_rmse_mean,cv_rmse_std,coef_l2_norm,nonzero,warning
7,Lasso,0.001,,0.2887645787238123,0.03198336697056485,1.3239436428395586,16,None
21,Lasso,0.001,,0.2794645471677021,0.04148821899797634,1.3239436428395586,16,None
42,Lasso,0.001,,0.2702559931941616,0.05169670449777507,1.3239436428395586,16,None
77,Lasso,0.001,,0.28151786816786967,0.024325335110902718,1.3239436428395586,16,None
101,Lasso,0.001,,0.28219364163725574,0.021767415981017103,1.3239436428395586,16,None
