seed,model,alpha,l1_ratio,cv_rmse_mean,cv_rmse_std,coef_l2_norm,nonzero,warning
7,Ridge,1.0,,0.291848396700864,0.030817984994726814,0.8107165605317037,285,None
21,Ridge,1.0,,0.2914084686084121,0.05377818952123101,0.8107165605317037,285,None
42,Ridge,1.0,,0.27701794296326254,0.05071443640349501,0.8107165605317037,285,None
77,Ridge,1.0,,0.2847360744108526,0.02411094144573584,0.8107165605317037,285,None
101,Ridge,1.0,,0.2897130959684535,0.02533364949485997,0.8107165605317037,285,None
