threshold,TN,FP,FN,TP,precision,recall,f1,q_t,actions_per_1000,c_FP,c_FN,expected_cost,cost_per_object
0.5,114,130,30,210,0.6176470588235294,0.875,0.7241379310344828,0.7024793388429752,702.4793388429752,1.0,10.0,430.0,0.8884297520661157
