threshold,TN,FP,FN,TP,precision,recall,f1,q_t,actions_per_1000,cost,cost_per_object
0.7625586956591622,243,1,234,6,0.8571428571428571,0.025,0.048582995951417005,0.014462809917355372,14.462809917355372,2341.0,4.836776859504132
0.7725500639873925,243,1,235,5,0.8333333333333334,0.020833333333333332,0.04065040650406504,0.012396694214876033,12.396694214876034,2351.0,4.857438016528926
0.7825414323156226,243,1,235,5,0.8333333333333334,0.020833333333333332,0.04065040650406504,0.012396694214876033,12.396694214876034,2351.0,4.857438016528926
0.7925328006438527,243,1,235,5,0.8333333333333334,0.020833333333333332,0.04065040650406504,0.012396694214876033,12.396694214876034,2351.0,4.857438016528926
0.8025241689720828,243,1,235,5,0.8333333333333334,0.020833333333333332,0.04065040650406504,0.012396694214876033,12.396694214876034,2351.0,4.857438016528926
0.812515537300313,243,1,235,5,0.8333333333333334,0.020833333333333332,0.04065040650406504,0.012396694214876033,12.396694214876034,2351.0,4.857438016528926
0.8225069056285431,243,1,235,5,0.8333333333333334,0.020833333333333332,0.04065040650406504,0.012396694214876033,12.396694214876034,2351.0,4.857438016528926
0.8324982739567732,243,1,235,5,0.8333333333333334,0.020833333333333332,0.04065040650406504,0.012396694214876033,12.396694214876034,2351.0,4.857438016528926
0.8424896422850034,243,1,235,5,0.8333333333333334,0.020833333333333332,0.04065040650406504,0.012396694214876033,12.396694214876034,2351.0,4.857438016528926
0.8524810106132336,243,1,235,5,0.8333333333333334,0.020833333333333332,0.04065040650406504,0.012396694214876033,12.396694214876034,2351.0,4.857438016528926
0.8624723789414637,243,1,236,4,0.8,0.016666666666666666,0.03265306122448979,0.010330578512396695,10.330578512396695,2361.0,4.878099173553719
0.8724637472696938,243,1,236,4,0.8,0.016666666666666666,0.03265306122448979,0.010330578512396695,10.330578512396695,2361.0,4.878099173553719
0.882455115597924,243,1,236,4,0.8,0.016666666666666666,0.03265306122448979,0.010330578512396695,10.330578512396695,2361.0,4.878099173553719
0.8924464839261541,243,1,236,4,0.8,0.016666666666666666,0.03265306122448979,0.010330578512396695,10.330578512396695,2361.0,4.878099173553719
0.9024378522543842,243,1,237,3,0.75,0.0125,0.024590163934426236,0.008264462809917356,8.264462809917356,2371.0,4.898760330578512
0.9124292205826144,243,1,237,3,0.75,0.0125,0.024590163934426236,0.008264462809917356,8.264462809917356,2371.0,4.898760330578512
0.9224205889108446,243,1,237,3,0.75,0.0125,0.024590163934426236,0.008264462809917356,8.264462809917356,2371.0,4.898760330578512
0.9324119572390747,243,1,237,3,0.75,0.0125,0.024590163934426236,0.008264462809917356,8.264462809917356,2371.0,4.898760330578512
0.9424033255673048,243,1,237,3,0.75,0.0125,0.024590163934426236,0.008264462809917356,8.264462809917356,2371.0,4.898760330578512
0.952394693895535,243,1,238,2,0.6666666666666666,0.008333333333333333,0.01646090534979424,0.006198347107438017,6.198347107438017,2381.0,4.919421487603306
0.9623860622237651,243,1,238,2,0.6666666666666666,0.008333333333333333,0.01646090534979424,0.006198347107438017,6.198347107438017,2381.0,4.919421487603306
0.9723774305519952,244,0,238,2,1.0,0.008333333333333333,0.01652892561983471,0.004132231404958678,4.132231404958678,2380.0,4.917355371900826
0.9823687988802254,244,0,239,1,1.0,0.004166666666666667,0.008298755186721992,0.002066115702479339,2.066115702479339,2390.0,4.93801652892562
0.9923601672084555,244,0,239,1,1.0,0.004166666666666667,0.008298755186721992,0.002066115702479339,2.066115702479339,2390.0,4.93801652892562
0.9923611672084556,244,0,240,0,0.0,0.0,0.0,0.0,0.0,2400.0,4.958677685950414
